protein_id	genome_id	tax_class	tier	subtier	evidence_score	n_tools	recommend_family	dbcan_hmm_family	dbcan_sub_family	diamond_family	seq_length	foldseek_3di_best_hit	foldseek_3di_pident	foldseek_3di_evalue	foldseek_3di_bits_norm	saprot_cosine_to_cazyme_centroid	structure_evidence_score	adjudicated_tier
jgi-Basme2finSC-265864-estExt_Genewise1.C_3840004	Basme2finSC	Entomophthoromycotina	high_confidence_cazyme	1A_all_tools_agree	1.0	3	GH47_e9	GH47(16-463)	GH47_e9(18-463)	GH47	467	Q9UKM7	67.6	4.679e-148	0.4143	0.8384	0.6667	high_confidence_cazyme
jgi-Basme2finSC-263358-estExt_Genewise1.C_2700036	Basme2finSC	Entomophthoromycotina	high_confidence_cazyme	1A_all_tools_agree	1.0	3	GT39_e30	GT39(53-291)	GT39_e30(54-292)	GT39	725	A0A077WMU0	73.8	4.46e-254	0.6928	0.8713	0.8142	high_confidence_cazyme
jgi-Basme2finSC-288088-estExt_Genewise1Plus.C_3800063	Basme2finSC	Entomophthoromycotina	high_confidence_cazyme	1A_all_tools_agree	1.0	3	GT4_e265	GT4(194-335)	GT4_e265(197-334)	GT4	436	A0A2U9C9Q5	79.1	2.713e-189	0.5161	0.8343	0.7166	high_confidence_cazyme
jgi-Basme2finSC-198012-gw1.48.136.1	Basme2finSC	Entomophthoromycotina	high_confidence_cazyme	1A_all_tools_agree	1.0	3	CE4_e213	CE4(61-175)	CE4_e213(62-175)	CE4	256	A0A077WF09	64.4	5.581e-80	0.2332	0.879	0.5864	high_confidence_cazyme
jgi-Basme2finSC-305939-fgenesh1_pg.465_#_1	Basme2finSC	Entomophthoromycotina	high_confidence_cazyme	1A_all_tools_agree	1.0	3	GH16_19	GH16_19(128-207)	GH16_e52(133-208)	GH16	211	Q6CEH8	43.2	1.594e-11	0.0574	0.7497	0.4661	high_confidence_cazyme
jgi-Basme2finSC-412194-estExt_Genemark1.C_7570002	Basme2finSC	Entomophthoromycotina	high_confidence_cazyme	1A_all_tools_agree	1.0	3	CE4_e213	CE4(26-136)	CE4_e213(24-137)	CE4	246	A0A0M3R9S1	61.5	1.6569999999999998e-66	0.1984	0.8508	0.5619	high_confidence_cazyme
jgi-Basme2finSC-252011-estExt_Genewise1.C_170060	Basme2finSC	Entomophthoromycotina	high_confidence_cazyme	1A_all_tools_agree	1.0	3	GH31_1	GH31_1(353-797)	GH31_e39(354-798)	GH31_1	943	B7ZUJ6	68.5	0.0	0.9991	0.8398	0.9595	high_confidence_cazyme
jgi-Basme2finSC-294133-estExt_Genewise1Plus.C_10030023	Basme2finSC	Entomophthoromycotina	high_confidence_cazyme	1A_all_tools_agree	1.0	3	GH152_e1	GH152(34-255)	GH152_e1(35-255)	GH152	256	A0A072VJ99	69.9	2.453e-97	0.2768	0.7916	0.5863	high_confidence_cazyme
jgi-Basme2finSC-249718-e_gw1.1260.3.1	Basme2finSC	Entomophthoromycotina	high_confidence_cazyme	1A_all_tools_agree	1.0	3	GH5_9	GH5_9(78-383)	GH5_e297(79-384)	GH5_9	411	Q12626	66.1	9.534e-138	0.3856	0.8853	0.6641	high_confidence_cazyme
jgi-Basme2finSC-98927-CE98926_1808	Basme2finSC	Entomophthoromycotina	high_confidence_cazyme	1A_all_tools_agree	1.0	3	GT2	GT2(649-1161)	GT2(662-1162)	GT2	1233	A0A1D8NCJ6	34.9	8.388e-59	0.1976	0.5747	0.4925	high_confidence_cazyme
jgi-Basme2finSC-322840-fgenesh1_pm.31_#_12	Basme2finSC	Entomophthoromycotina	high_confidence_cazyme	1A_all_tools_agree	1.0	3	AA6_e7	AA6(9-201)	AA6_e7(10-201)	AA6	209	A0A0F7SJW2	80.4	9.176e-90	0.255	0.823	0.5832	high_confidence_cazyme
jgi-Basme2finSC-311243-fgenesh1_kg.31_#_52_#_Locus573v1rpkm352.70	Basme2finSC	Entomophthoromycotina	high_confidence_cazyme	1B_two_tools_agree	1.0	2	AA6_e7	AA6(7-200)	AA6_e7(9-200)	-	208	A0A0F7SJW2	79.1	7.967e-89	0.2533	0.8084	0.5787	high_confidence_cazyme
jgi-Basme2finSC-411842-estExt_Genemark1.C_6770006	Basme2finSC	Entomophthoromycotina	high_confidence_non_cazyme	3_zero_hits	0.0	0	-	-	-	-	254	A0A7R8X5Y5	53.2	2.3870000000000002e-20	0.0818	0.5253	0.4222	high_confidence_non_cazyme
jgi-Basme2finSC-221046-e_gw1.201.37.1	Basme2finSC	Entomophthoromycotina	high_confidence_non_cazyme	3_zero_hits	0.0	0	-	-	-	-	195	-	0.0		0.0	0.7559	0.439	high_confidence_non_cazyme
jgi-Basme2finSC-256896-estExt_Genewise1.C_910015	Basme2finSC	Entomophthoromycotina	high_confidence_non_cazyme	3_zero_hits	0.0	0	-	-	-	-	145	A0A8H8NI30	37.7	8.569e-09	0.0487	0.797	0.4736	high_confidence_non_cazyme
jgi-Basme2finSC-406171-estExt_Genemark1.C_940030	Basme2finSC	Entomophthoromycotina	high_confidence_non_cazyme	3_zero_hits	0.0	0	-	-	-	-	891	A0A402CVQ8	27.9	1.555e-13	0.0679	0.5535	0.4223	high_confidence_non_cazyme
jgi-Basme2finSC-321550-fgenesh1_kg.939_#_1_#_Locus12893v1rpkm5.74	Basme2finSC	Entomophthoromycotina	high_confidence_non_cazyme	3_zero_hits	0.0	0	-	-	-	-	174	A0A410WW93	78.4	3.412e-50	0.154	0.7958	0.526	high_confidence_non_cazyme
jgi-Basme2finSC-297101-fgenesh1_pg.37_#_47	Basme2finSC	Entomophthoromycotina	high_confidence_non_cazyme	3_zero_hits	0.0	0	-	-	-	-	266	E1QWJ3	35.4	7.003e-06	0.0435	0.8065	0.4734	high_confidence_non_cazyme
jgi-Basme2finSC-307425-fgenesh1_pg.608_#_5	Basme2finSC	Entomophthoromycotina	high_confidence_non_cazyme	3_zero_hits	0.0	0	-	-	-	-	222	-	0.0		0.0	0.5074	0.3769	high_confidence_non_cazyme
jgi-Basme2finSC-410261-estExt_Genemark1.C_4260004	Basme2finSC	Entomophthoromycotina	high_confidence_non_cazyme	3_zero_hits	0.0	0	-	-	-	-	1023	UIZ28362.1	49.6	1.0209999999999999e-27	0.1088	0.5648	0.4456	high_confidence_non_cazyme
jgi-Calvi1-543625-fgenesh1_pm.1_#_55	Calvi1	Dacrymycetes	gray_zone	2A_gray_high	0.528	1	-	-	-	GH55_2	627	A0A8H8LWB7	59.3	1.826e-210	0.5788	0.9067	0.7661	gray_zone_structure_supports_cazyme
jgi-Calvi1-539301-fgenesh1_kg.31_#_129_#_Locus8313v1rpkm5.61	Calvi1	Dacrymycetes	gray_zone	2A_gray_high	0.6809999999999999	1	-	-	-	GT66	507	QWU88511.1	71.1	9.476e-97	0.2863	0.7868	0.5899	gray_zone_ambiguous_structure
jgi-Calvi1-466383-gw1.47.43.1	Calvi1	Dacrymycetes	gray_zone	2A_gray_high	0.730593607305936	1	-	-	AA7_e5(54-374)	-	393	I1S2K2	49.6	3.661e-71	0.2167	0.8439	0.5693	gray_zone_ambiguous_structure
jgi-Calvi1-549172-estExt_fgenesh1_pm.C_120092	Calvi1	Dacrymycetes	gray_zone	2A_gray_high	0.532	1	-	-	-	GH16_2	631	A0A899G1U5	71.7	1.979e-251	0.6823	0.8769	0.8104	gray_zone_structure_supports_cazyme
jgi-Calvi1-498837-estExt_Genewise1.C_190230	Calvi1	Dacrymycetes	gray_zone	2B_gray_low	0.4589999999999999	1	-	-	-	AA2	536	F5YQV8	40.9	8.012e-09	0.054	0.7727	0.4701	gray_zone_structure_supports_non_cazyme
jgi-Calvi1-512073-estExt_Genewise1Plus.C_100220	Calvi1	Dacrymycetes	gray_zone	2B_gray_low	0.247	1	-	-	-	CBM1+GH45_2	2421	A0A077R294	42.9	2.812e-29	0.1131	0.6098	0.459	gray_zone_structure_supports_non_cazyme
jgi-Calvi1-602121-estExt_Genemark1.C_550036	Calvi1	Dacrymycetes	gray_zone	2B_gray_low	0.423	1	-	-	-	GH3	2057	UMB69027.1	37.2	3.325e-16	0.0757	0.5622	0.4284	gray_zone_structure_supports_non_cazyme
jgi-Calvi1-486378-e_gw1.39.25.1	Calvi1	Dacrymycetes	gray_zone	2A_gray_high	0.614	1	-	-	-	PL8_4	413	A0A455SPF7	42.5	2.9e-47	0.1558	0.8118	0.5308	gray_zone_ambiguous_structure
jgi-Calvi1-552519-estExt_fgenesh1_pg.C_30115	Calvi1	Dacrymycetes	gray_zone	2A_gray_high	1.0	1	-	-	-	GH0	345	A0A180GI22	54.4	2.2840000000000002e-63	0.195	0.7843	0.5436	gray_zone_ambiguous_structure
jgi-Calvi1-599154-estExt_Genemark1.C_240050	Calvi1	Dacrymycetes	gray_zone	2A_gray_high	0.8059999999999999	1	-	-	-	GH43_30	514	QGI79035.1	76.2	3.3600000000000003e-192	0.5274	0.7772	0.708	gray_zone_structure_supports_cazyme
jgi-Calvi1-511657-estExt_Genewise1Plus.C_90102	Calvi1	Dacrymycetes	gray_zone	2A_gray_high	0.603	1	-	-	-	GT1	1365	UJA18918.1	28.1	0.0005357	0.0409	0.715	0.4492	gray_zone_structure_supports_non_cazyme
jgi-Calvi1-578425-MIX8432_6534_36	Calvi1	Dacrymycetes	gray_zone	2A_gray_high	0.635	1	-	-	-	CBM13	344	A0A8H8IUW9	70.7	5.3679999999999995e-105	0.3003	0.6791	0.5699	gray_zone_ambiguous_structure
jgi-Calvi1-555776-estExt_fgenesh1_pg.C_240066	Calvi1	Dacrymycetes	high_confidence_cazyme	1A_all_tools_agree	1.0	3	GT24_e1	GT24(1250-1497)	GT24_e1(1251-1497)	GT24	1600	A0A6F9AVN7	46.4	3.1360000000000003e-63	0.2097	0.6232	0.5107	high_confidence_cazyme
jgi-Calvi1-480819-e_gw1.17.257.1	Calvi1	Dacrymycetes	high_confidence_cazyme	1A_all_tools_agree	1.0	3	GH30_3	GH30_3(75-508)	GH30_e33(77-506)	GH30_3	516	A9NG62	62.4	4.06e-143	0.4038	0.8151	0.6557	high_confidence_cazyme
jgi-Calvi1-597916-estExt_Genemark1.C_170011	Calvi1	Dacrymycetes	high_confidence_cazyme	1A_all_tools_agree	1.0	3	GH20_e97	GH20(181-519)	GH20_e97(183-519)	GH20	570	A0A061AMN7	63.5	1.654e-184	0.5109	0.8646	0.7216	high_confidence_cazyme
jgi-Calvi1-506325-estExt_Genewise1.C_690025	Calvi1	Dacrymycetes	high_confidence_cazyme	1A_all_tools_agree	1.0	3	GH71_e2	GH71(419-807)	GH71_e2(420-808)	GH71	837	A0A0F7SVI5	59.7	7.198e-187	0.5274	0.7813	0.709	high_confidence_cazyme
jgi-Calvi1-566501-gm1.7288_g	Calvi1	Dacrymycetes	high_confidence_cazyme	1B_two_tools_agree	1.0	2	GH45_3	GH45_3(40-118)	-	GH45_3	205	B3Y002	59.0	3.1920000000000003e-34	0.1158	0.7201	0.4879	high_confidence_cazyme
jgi-Calvi1-536424-fgenesh1_kg.15_#_180_#_Locus5818v1rpkm13.42	Calvi1	Dacrymycetes	high_confidence_cazyme	1A_all_tools_agree	1.0	3	GH31_2	GH31_2(2-460)	GH31_e26(2-461)	GH31_2	609	A0A9R1CHE4	50.0	2.9670000000000004e-123	0.3577	0.7561	0.6179	high_confidence_cazyme
jgi-Calvi1-495461-estExt_Genewise1.C_80389	Calvi1	Dacrymycetes	high_confidence_cazyme	1A_all_tools_agree	1.0	3	GH5_12	GH5_12(45-560)	GH5_e298(48-561)	GH5_12	745	F0VYV1	57.9	1.9640000000000002e-194	0.5431	0.8812	0.7418	high_confidence_cazyme
jgi-Calvi1-477870-e_gw1.8.137.1	Calvi1	Dacrymycetes	high_confidence_non_cazyme	3_zero_hits	0.0	0	-	-	-	-	340	A0A9Q8T8J5	60.7	2.995e-101	0.2907	0.8914	0.6182	high_confidence_non_cazyme
jgi-Calvi1-540434-fgenesh1_kg.40_#_31_#_Locus10698v1rpkm2.85	Calvi1	Dacrymycetes	high_confidence_non_cazyme	3_zero_hits	0.0	0	-	-	-	-	65	-	0.0		0.0	0.3857	0.3464	high_confidence_non_cazyme
jgi-Calvi1-543247-fgenesh1_kg.98_#_12_#_Locus8531v1rpkm5.24	Calvi1	Dacrymycetes	high_confidence_non_cazyme	3_zero_hits	0.0	0	-	-	-	-	119	-	0.0		0.0	0.538	0.3845	high_confidence_non_cazyme
jgi-Agahy1-289277-gm1.3415_g	Agahy1	Pucciniomycotina	gray_zone	2A_gray_high	0.8979591836734694	1	-	-	GH26_e85(153-284)	-	363	A0A180GAP3	53.1	7.875999999999999e-68	0.2071	0.8035	0.5544	gray_zone_ambiguous_structure
jgi-Agahy1-291670-gm1.5808_g	Agahy1	Pucciniomycotina	gray_zone	2B_gray_low	0.369	1	-	-	-	GT57	576	WEJ94736.1	63.0	8.369999999999999e-191	0.5265	0.8997	0.7382	gray_zone_structure_supports_cazyme
jgi-Agahy1-288765-gm1.2903_g	Agahy1	Pucciniomycotina	gray_zone	2B_gray_low	0.483	1	-	-	-	CBM91+GH43_14	1548	A0A2P7YZD8	58.4	5.717e-163	0.4735	0.8554	0.7006	gray_zone_structure_supports_cazyme
jgi-Blabri1-389910-fgenesh1_kg.575_#_9_#_TRINITY_DN948_c0_g1_i2	Blabri1	Blastocladiomycota	gray_zone	2B_gray_low	0.473	1	-	-	-	GH5_27	403	A0A7R8GYY3	69.8	3.2699999999999996e-140	0.3916	0.8001	0.6458	gray_zone_structure_supports_cazyme
jgi-Blabri1-385368-fgenesh1_kg.337_#_3_#_TRINITY_DN7397_c0_g1_i1	Blabri1	Blastocladiomycota	gray_zone	2A_gray_high	0.787	1	-	-	-	CBM48+GH13_8	535	A0A7R8X6P4	80.9	1.8999999999999999e-239	0.6475	0.7347	0.7574	gray_zone_structure_supports_cazyme
jgi-Blabri1-24394-CE24393_23381	Blabri1	Blastocladiomycota	gray_zone	2B_gray_low	0.3879999999999999	1	-	-	-	AA5	723	A0A2U9C9T3	59.1	6.957999999999999e-196	0.5457	0.8822	0.7434	gray_zone_structure_supports_cazyme
jgi-Blabri1-372279-fgenesh1_kg.7_#_29_#_TRINITY_DN7065_c9_g2_i5	Blabri1	Blastocladiomycota	gray_zone	2B_gray_low	0.365	1	-	-	-	GT2	927	QWU90274.1	40.4	1.188e-83	0.2637	0.8159	0.5858	gray_zone_ambiguous_structure
jgi-Blabri1-377491-fgenesh1_kg.101_#_32_#_TRINITY_DN6983_c15_g1_i1	Blabri1	Blastocladiomycota	gray_zone	2A_gray_high	0.5920000000000001	1	-	-	-	GH125	738	W0U3D8	59.2	2.064e-10	0.0592	0.5271	0.4114	gray_zone_structure_supports_non_cazyme
jgi-Blabri1-378600-fgenesh1_kg.126_#_26_#_TRINITY_DN6276_c2_g1_i1	Blabri1	Blastocladiomycota	gray_zone	2B_gray_low	0.347	1	-	-	-	CBM50	809	WFB36968.1	49.2	1.771e-07	0.0505	0.8632	0.491	gray_zone_structure_supports_non_cazyme
jgi-Blabri1-402377-gm1.774_g	Blabri1	Blastocladiomycota	gray_zone	2A_gray_high	0.701	1	-	-	-	GH37	558	A0A2U9B4J0	76.6	7.288e-179	0.4961	0.7519	0.686	gray_zone_structure_supports_cazyme
jgi-Blabri1-359370-estExt_Genewise1.C_4010016	Blabri1	Blastocladiomycota	gray_zone	2B_gray_low	0.4	1	-	-	-	GH5_12	674	A0A8F2W220	70.3	8.946e-257	0.6971	0.8471	0.8103	gray_zone_structure_supports_cazyme
jgi-Blabri1-384016-fgenesh1_kg.288_#_5_#_TRINITY_DN6791_c0_g1_i1	Blabri1	Blastocladiomycota	gray_zone	2B_gray_low	0.33	1	-	-	-	GH2	1510	A0A8H8T062	50.4	2.648e-150	0.4413	0.8481	0.6827	gray_zone_structure_supports_cazyme
jgi-Blabri1-163952-CE163951_12774	Blabri1	Blastocladiomycota	gray_zone	2B_gray_low	0.4479999999999999	1	-	-	-	GT15	760	A0A899G6P5	74.4	1.153e-119	0.3534	0.6661	0.5932	gray_zone_ambiguous_structure
jgi-Blabri1-346492-e_gw1.146.13.1	Blabri1	Blastocladiomycota	gray_zone	2A_gray_high	0.527	1	-	-	-	GT2	542	A8XD83	40.3	1.539e-13	0.067	0.7205	0.4636	gray_zone_structure_supports_non_cazyme
jgi-Blabri1-403192-gm1.1589_g	Blabri1	Blastocladiomycota	gray_zone	2A_gray_high	0.518	1	-	-	-	GT1	1353	A0A1L2B3I7	34.3	0.0001788	0.0426	0.6997	0.4463	gray_zone_structure_supports_non_cazyme
jgi-Blabri1-410236-fgenesh1_pm.2_#_8	Blabri1	Blastocladiomycota	gray_zone	2A_gray_high	0.551	1	-	-	-	GH101	525	A0A9Q9DQE4	55.1	8.829e-144	0.4056	0.7986	0.6524	gray_zone_structure_supports_cazyme
jgi-Blabri1-411641-fgenesh1_pm.925_#_1	Blabri1	Blastocladiomycota	gray_zone	2A_gray_high	0.7120000000000001	1	-	-	-	GT39	247	A0A9W6KVJ2	34.7	1.264e-21	0.0853	0.75	0.4801	gray_zone_structure_supports_non_cazyme
jgi-Blabri1-380635-fgenesh1_kg.181_#_2_#_TRINITY_DN6923_c6_g1_i6	Blabri1	Blastocladiomycota	gray_zone	2B_gray_low	0.462	1	-	-	-	GH72	809	A0A7H8QGS1	75.0	7.892e-177	0.5013	0.7862	0.6972	gray_zone_structure_supports_cazyme
jgi-Blabri1-402569-gm1.966_g	Blabri1	Blastocladiomycota	gray_zone	2B_gray_low	0.412	1	-	-	-	CE8	1308	A0A8S2ADH0	68.5	1.699e-173	0.5004	0.8075	0.7021	gray_zone_structure_supports_cazyme
jgi-Blabri1-345641-e_gw1.102.16.1	Blabri1	Blastocladiomycota	gray_zone	2A_gray_high	0.815	1	-	-	-	CBM13	319	WBW74791.1	31.9	5.836e-14	0.0661	0.7872	0.4799	gray_zone_structure_supports_non_cazyme
jgi-Blabri1-238177-CE238176_38966	Blabri1	Blastocladiomycota	gray_zone	2B_gray_low	0.342	1	-	-	-	GT2	2013	A0A077WBW5	56.2	2.42e-182	0.5231	0.7977	0.711	gray_zone_structure_supports_cazyme
jgi-Blabri1-402150-gm1.547_g	Blabri1	Blastocladiomycota	gray_zone	2B_gray_low	0.384	1	-	-	-	GT43	716	A0A7R8H983	56.1	3.1320000000000003e-208	0.577	0.8488	0.7507	gray_zone_structure_supports_cazyme
jgi-Blabri1-375338-fgenesh1_kg.54_#_49_#_TRINITY_DN6990_c2_g1_i3	Blabri1	Blastocladiomycota	gray_zone	2A_gray_high	0.617	1	-	-	-	GT57	390	G0WE70	78.4	4.992e-184	0.5013	0.7663	0.6922	gray_zone_structure_supports_cazyme
jgi-Blabri1-347634-e_gw1.220.9.1	Blabri1	Blastocladiomycota	gray_zone	2A_gray_high	0.782	1	-	-	-	CBM1+GH95	321	WFD04472.1	43.5	2.582e-13	0.0644	0.7487	0.4694	gray_zone_structure_supports_non_cazyme
jgi-Blabri1-376044-fgenesh1_kg.70_#_32_#_TRINITY_DN6801_c0_g1_i1	Blabri1	Blastocladiomycota	gray_zone	2A_gray_high	0.754	1	-	-	-	AA3_2	528	UJR30406.1	69.1	9.662e-158	0.4413	0.7873	0.6675	gray_zone_structure_supports_cazyme
jgi-Blabri1-382676-fgenesh1_kg.240_#_6_#_TRINITY_DN7050_c7_g1_i1	Blabri1	Blastocladiomycota	gray_zone	2B_gray_low	0.312	1	-	-	-	CBM91+GH43_14	1570	A0A2P7YZD8	54.6	2.1e-84	0.2681	0.7325	0.5672	gray_zone_ambiguous_structure
jgi-Blabri1-364032-estExt_Genewise1Plus.C_560003	Blabri1	Blastocladiomycota	gray_zone	2B_gray_low	0.379	1	-	-	-	GT90	579	A0A9Q8LK40	59.6	3.955e-160	0.4491	0.8922	0.6976	gray_zone_structure_supports_cazyme
jgi-Blabri1-340849-gw1.81.8.1	Blabri1	Blastocladiomycota	gray_zone	2A_gray_high	1.0	1	-	-	-	GT66	153	Q7TQ74	66.0	2.895e-38	0.1236	0.6932	0.4851	gray_zone_structure_supports_non_cazyme
jgi-Blabri1-372737-fgenesh1_kg.13_#_24_#_TRINITY_DN7009_c4_g1_i1	Blabri1	Blastocladiomycota	gray_zone	2B_gray_low	0.482	1	-	-	-	GH13_31	445	QYU70931.1	64.9	1.239e-144	0.4047	0.7553	0.6412	gray_zone_structure_supports_cazyme
jgi-Blabri1-378074-fgenesh1_kg.113_#_25_#_TRINITY_DN6569_c1_g2_i1	Blabri1	Blastocladiomycota	high_confidence_cazyme	1A_all_tools_agree	1.0	3	GT32_e151	GT32(105-182)	GT32_e151(108-179)	GT32	353	M1V7Z2	62.2	1.85e-83	0.2463	0.8383	0.5827	high_confidence_cazyme
jgi-Blabri1-385940-fgenesh1_kg.357_#_6_#_TRINITY_DN6397_c11_g1_i1	Blabri1	Blastocladiomycota	high_confidence_cazyme	1B_two_tools_agree	1.0	2	GT31_e58	-	GT31_e58(725-824)	GT31	1038	-	0.0		0.0	0.5542	0.3886	high_confidence_cazyme
jgi-Blabri1-363400-estExt_Genewise1Plus.C_290022	Blabri1	Blastocladiomycota	high_confidence_cazyme	1A_all_tools_agree	1.0	3	GT58_e0	GT58(8-339)	GT58_e0(8-340)	GT58	374	G4TDK5	69.9	1.6909999999999998e-89	0.262	0.7779	0.5755	high_confidence_cazyme
jgi-Blabri1-386492-fgenesh1_kg.384_#_5_#_TRINITY_DN6960_c24_g2_i3	Blabri1	Blastocladiomycota	high_confidence_cazyme	1A_all_tools_agree	1.0	3	GT2	GT2(428-919)	GT2(443-931)	GT2	1259	B2AZD7	53.7	1.195e-177	0.5109	0.59	0.6529	high_confidence_cazyme
jgi-Blabri1-426274-MIX6938_3367_20	Blabri1	Blastocladiomycota	high_confidence_cazyme	1A_all_tools_agree	1.0	3	GT2	GT2(405-917)	GT2(413-917)	GT2	922	A0A167CJX1	63.8	1.54e-247	0.6849	0.8728	0.8107	high_confidence_cazyme
jgi-Blabri1-388471-fgenesh1_kg.490_#_19_#_TRINITY_DN6946_c2_g3_i1	Blabri1	Blastocladiomycota	high_confidence_cazyme	1A_all_tools_agree	1.0	3	GH18_e66	GH18(31-400)	GH18_e66(28-398)	GH18	509	A0A481YXR7	55.9	4.232e-95	0.282	0.8146	0.5946	high_confidence_cazyme
jgi-Blabri1-381528-fgenesh1_kg.205_#_16_#_TRINITY_DN7290_c3_g1_i1	Blabri1	Blastocladiomycota	high_confidence_cazyme	1A_all_tools_agree	1.0	3	CE4_e104	CE4(95-228)	CE4_e104(99-222)	CE4	427	UZP41549.1	46.7	6.755000000000001e-56	0.1784	0.8146	0.5429	high_confidence_cazyme
jgi-Blabri1-417374-estExt_Genemark1.C_5110004	Blabri1	Blastocladiomycota	high_confidence_non_cazyme	3_zero_hits	0.0	0	-	-	-	-	985	A0A433FSZ3	47.6	4.307e-05	0.0444	0.5612	0.4125	high_confidence_non_cazyme
jgi-Blabri1-382016-fgenesh1_kg.218_#_1_#_TRINITY_DN6304_c0_g1_i1	Blabri1	Blastocladiomycota	high_confidence_non_cazyme	3_zero_hits	0.0	0	-	-	-	-	949	-	0.0		0.0	0.4178	0.3544	high_confidence_non_cazyme
jgi-Blabri1-409164-gm1.7561_g	Blabri1	Blastocladiomycota	high_confidence_non_cazyme	3_zero_hits	0.0	0	-	-	-	-	233	USQ80323.1	47.9	8.483e-16	0.0696	0.7323	0.4679	high_confidence_non_cazyme
jgi-Blabri1-381726-fgenesh1_kg.210_#_32_#_TRINITY_DN6093_c1_g2_i3	Blabri1	Blastocladiomycota	high_confidence_non_cazyme	3_zero_hits	0.0	0	-	-	-	-	200	-	0.0		0.0	0.7912	0.4478	high_confidence_non_cazyme
jgi-Blabri1-372772-fgenesh1_kg.14_#_2_#_TRINITY_DN4266_c0_g1_i3	Blabri1	Blastocladiomycota	high_confidence_non_cazyme	3_zero_hits	0.0	0	-	-	-	-	821	A0A1C5P711	64.8	3.789e-06	0.047	0.5841	0.4195	high_confidence_non_cazyme
jgi-Mycvit1-1126207-fgenesh1_kg.39_#_646_#_TRINITY_DN10669_c0_g1_i1	Mycvit1	Agaricomycetes	gray_zone	2B_gray_low	0.389	1	-	-	-	GH16	686	A0A2U9C9T3	62.5	2.3450000000000002e-222	0.611	0.8854	0.7768	gray_zone_structure_supports_cazyme
jgi-Cercer1-800423-fgenesh1_pm.102_#_3	Cercer1	Dacrymycetes	gray_zone	2A_gray_high	0.737	1	-	-	-	GH28	483	A0A6F9WZL8	38.2	0.0001165	0.0418	0.877	0.4901	gray_zone_structure_supports_non_cazyme
jgi-Cercer1-837083-fgenesh1_kg.18_#_158_#_TRINITY_DN5286_c1_g1_i6	Cercer1	Dacrymycetes	gray_zone	2B_gray_low	0.428	1	-	-	-	CE16	781	A0A8H8NMR2	61.4	3.9979999999999995e-235	0.6475	0.8636	0.7897	gray_zone_structure_supports_cazyme
jgi-Cercer1-823376-fgenesh1_kg.1_#_1734_#_TRINITY_DN4387_c1_g1_i1	Cercer1	Dacrymycetes	gray_zone	2A_gray_high	0.505	1	-	-	-	GT2	714	A8XD83	49.0	1.977e-07	0.0505	0.6911	0.448	gray_zone_structure_supports_non_cazyme
jgi-Cercer1-760549-fgenesh1_pg.112_#_8	Cercer1	Dacrymycetes	gray_zone	2A_gray_high	0.552	1	-	-	-	CE4	638	A0A0F7SQR3	68.8	2.6460000000000002e-20	0.087	0.874	0.512	gray_zone_structure_supports_non_cazyme
jgi-Cercer1-857349-fgenesh1_kg.81_#_4_#_TRINITY_DN1091_c0_g2_i1	Cercer1	Dacrymycetes	gray_zone	2B_gray_low	0.367	1	-	-	-	AA2	873	QWU90274.1	49.1	3.473e-138	0.4047	0.8072	0.6542	gray_zone_structure_supports_cazyme
jgi-Cercer1-829566-fgenesh1_kg.6_#_691_#_TRINITY_DN4602_c2_g1_i1	Cercer1	Dacrymycetes	gray_zone	2A_gray_high	0.872	1	-	-	-	GT3	379	G0WE70	91.9	5.7489999999999996e-229	0.6136	0.595	0.7055	gray_zone_structure_supports_cazyme
jgi-Cercer1-830168-fgenesh1_kg.7_#_367_#_TRINITY_DN4198_c1_g1_i1	Cercer1	Dacrymycetes	gray_zone	2A_gray_high	0.7020000000000001	1	-	-	-	GH16_1	262	A0A0K1E6Z4	43.7	7.471000000000001e-26	0.0966	0.8498	0.5107	gray_zone_structure_supports_non_cazyme
jgi-Cercer1-735170-e_gw1.5.185.1	Cercer1	Dacrymycetes	gray_zone	2B_gray_low	0.469	1	-	-	-	GT71	382	A0A6L9JGG6	65.9	1.861e-134	0.376	0.8419	0.6485	gray_zone_structure_supports_cazyme
jgi-Cercer1-810564-gm1.9910_g	Cercer1	Dacrymycetes	gray_zone	2A_gray_high	0.762	1	-	-	-	GT0	392	A0A2R4WGK3	61.2	1.659e-75	0.2272	0.8171	0.5678	gray_zone_ambiguous_structure
jgi-Cercer1-419661-CE419660_12379	Cercer1	Dacrymycetes	gray_zone	2B_gray_low	0.349	1	-	-	-	GT0	1902	P46970	39.1	1.123e-25	0.1036	0.5843	0.4479	gray_zone_structure_supports_non_cazyme
jgi-Cercer1-749161-e_gw1.77.36.1	Cercer1	Dacrymycetes	high_confidence_cazyme	1A_all_tools_agree	1.0	3	GH3_e51	GH3(36-251)	GH3_e51(38-252)	GH3	851	BEI87608.1	66.3	7.302e-298	0.8094	0.8966	0.8789	high_confidence_cazyme
jgi-Cercer1-807107-gm1.6453_g	Cercer1	Dacrymycetes	high_confidence_cazyme	1A_all_tools_agree	0.9962962962962963	3	GH27_e43	GH27(185-458)	GH27_e43(187-458)	GH27	485	A0A2T3Z4W4	57.7	2.9870000000000003e-123	0.3525	0.8728	0.6444	high_confidence_cazyme
