protein_id	tier	family	foldseek_3di_best_hit	foldseek_3di_pident	foldseek_3di_evalue	foldseek_3di_bits_norm	saprot_cosine_to_cazyme_centroid	structure_evidence_score
jgi-Bacci1-290184-fgenesh1_pm.3_#_25	gray_zone	-	A0A8H8P2P4	50.3	8.592e-60	0.1867	0.8537	0.5568
jgi-DiaPMI573_1-513830-fgenesh1_pg.1_#_223	gray_zone	-	A0A447CK59	58.6	1.246e-89	0.2609	0.7737	0.5739
jgi-Aspalli1-306927-gm1.1850_g	high_confidence_cazyme	CE5_e12	A0A8A1M7A8	70.4	7.274e-64	0.1955	0.7366	0.5319
jgi-Phimu1-615448-estExt_Genewise1Plus.C_3_t30384	gray_zone	-	A0A7R8HE42	58.8	6.406e-56	0.1806	0.7734	0.5337
jgi-Gyrinf1-341284-CE341283_7105	gray_zone	-	WEE34798.1	29.6	1.045e-08	0.0541	0.8664	0.4937
jgi-Disdec1-697778-fgenesh1_kg.3_#_8204_#_TRINITY_DN400_c0_g1_i1	gray_zone	-	G7ZIY7	45.0	3.531e-14	0.0698	0.8340	0.4934
jgi-Echmac1-456303-estExt_fgenesh1_pg.C_1_t10486	gray_zone	-	UVC14533.1	48.2	1.01e-07	0.0515	0.8693	0.4931
jgi-MoglAD054_1-9621-BGZ98_009708-T1	gray_zone	-	A0A1B3WMN2	49.2	5.678e-07	0.0471	0.7741	0.4671
jgi-PuccoSD80_1-2335-PCA_SD_08792-T1	gray_zone	-	-	0.0	nan	0.0000	0.4136	0.3534
jgi-Neucr_trp3_1-8558-Neucr2.NCU07134T0	high_confidence_cazyme	GH16_22	A0A2H3FTQ9	52.2	3.596e-71	0.2182	0.7319	0.5420
jgi-Suidis1-710999-fgenesh1_kg.55_#_411_#_TRINITY_DN6772_c0_g1_i2	gray_zone	-	A0A8H8NMR2	64.7	7.62e-209	0.5838	0.7707	0.7346
jgi-FvanT36_1-338904-MIX9702_6_21	high_confidence_cazyme	GH51_2	W9JE87	63.8	3.369e-218	0.6003	0.8611	0.7654
jgi-Triros1-973119-gm4.10296_g	high_confidence_cazyme	GH10_e64	A0A162WJQ1	76.3	4.525e-135	0.3770	0.8434	0.6493
jgi-Fusox3_1-2565969-fgenesh1_pm.8_#_94	gray_zone	-	A0A9P3WTY3	39.2	8.738e-05	0.0428	0.7343	0.4549
jgi-Aurvu1-1460529-gw1.27.73.1	high_confidence_non_cazyme	-	A0A7U4JPY5	44.8	5.81e-07	0.0428	0.7750	0.4651
jgi-Aspsulp1-557143-fgenesh1_kg.35_#_145_#_TRINITY_DN398_c0_g2_i1	gray_zone	-	WAR59175.1	35.8	1.558e-19	0.0829	0.8200	0.4964
jgi-Aspmul1_1-147012-fgenesh1_kg.4_#_174_#_TRINITY_DN4664_c0_g1_i1	gray_zone	-	UIZ28362.1	43.0	5.978e-41	0.1475	0.5631	0.4645
jgi-Aspneog1_1-48656-CE48655_933	high_confidence_non_cazyme	-	A0A2H4QGP4	56.6	8.067e-17	0.0768	0.7747	0.4821
jgi-Aspang1-939564-fgenesh1_kg.28_#_163_#_TRINITY_DN7477_c0_g2_i1	gray_zone	-	A0A8S2AFL3	55.5	3.984e-147	0.4258	0.7311	0.6457
jgi-Morpul1-524444-fgenesh1_kg.8_#_1290_#_TRINITY_DN11408_c0_g1_i1	gray_zone	-	QZE15755.1	29.2	1.875e-20	0.0864	0.7936	0.4916
jgi-Polsie1-892347-MIX15631_2_21	gray_zone	-	A0A7R9A7P4	61.0	9.105e-147	0.4127	0.8799	0.6764
jgi-Aspaurful1-403391-CE403390_1025	high_confidence_cazyme	GH31_1	A0A447CBH0	66.1	0.0	0.8839	0.8477	0.9039
jgi-Daces1-295794-CE295793_3998	high_confidence_non_cazyme	-	-	0.0	nan	0.0000	0.5549	0.3887
jgi-Wesor1-457899-gm1.4079_g	gray_zone	-	A0A160T5V8	53.3	4.122e-82	0.2496	0.8694	0.5921
jgi-Phiatr1-587462-MIX5197_149_84	high_confidence_non_cazyme	-	-	0.0	nan	0.0000	0.5191	0.3798
jgi-Schvir1_1-609-CE608_26172	gray_zone	-	A0A0K8J3V1	34.2	2.213e-15	0.0707	0.8592	0.5001
jgi-Pensol1-11023-PENSOL_c008G03182T0	gray_zone	-	QHN99607.1	50.7	4.908e-75	0.2321	0.8959	0.5900
jgi-Ganleu1-1058371-fgenesh1_pg.9_#_136	gray_zone	-	C7Q3P2	60.3	2.453e-181	0.5192	0.8237	0.7155
jgi-Lipsta1_1-351816-e_gw1.20.211.1	gray_zone	-	A0A6N1AS62	38.9	2.088e-08	0.0532	0.8591	0.4914
jgi-Amore1-135301-estExt_Genewise1Plus.C_3_t10452	gray_zone	-	A0A8S2AJS5	69.1	1.752e-166	0.4607	0.6130	0.6336
jgi-RhoCCFEE5036_1-2934-B0A53_04231	gray_zone	-	QWU85921.1	44.9	4.048e-86	0.2635	0.7802	0.5768
jgi-Petxy1-1420-snap_masked-flattened_line_14-processed-gene-5.142-mRNA-1	gray_zone	-	-	0.0	nan	0.0000	0.4193	0.3548
jgi-Lacbi2-449932-gm1.14376_g	gray_zone	-	Q5AUD3	49.1	1.57e-86	0.2688	0.8581	0.5989
jgi-Bombom1-620026-gm1.8751_g	high_confidence_non_cazyme	-	-	0.0	nan	0.0000	0.5222	0.3805
jgi-Aspses1-289691-fgenesh1_pm.2_#_94	gray_zone	-	A0A6M7ZQI8	72.3	7.806e-125	0.3595	0.7845	0.6259
jgi-Pilidi1-497888-MIX10304_69134_38	gray_zone	-	A0A8S2AZU5	63.0	9.231e-227	0.6230	0.8403	0.7716
jgi-Mixos1-88982-fgenesh1_kg.7_#_350_#_Locus2524v1rpkm82.67	gray_zone	-	-	0.0	nan	0.0000	0.4258	0.3564
jgi-Penpol1-3612-PENPOL_c017G00959T0	gray_zone	-	Q0J932	54.8	2.985e-79	0.2496	0.8229	0.5805
jgi-Aspaura1-210156-fgenesh1_pm.20_#_83	gray_zone	-	WJH36882.1	58.6	3.783e-33	0.1195	0.7963	0.5089
jgi-Myclat1-1528848-MIX103026_8_29	gray_zone	-	A5AWE7	54.2	4.562e-83	0.2548	0.7989	0.5771
jgi-Vercon1-485345-fgenesh1_kg.19_#_336_#_TRINITY_DN4867_c0_g2_i1	gray_zone	-	A9HXN2	57.8	6.56e-06	0.0462	0.5911	0.4209
jgi-Phcitr1-315484-MIX872_572_97	high_confidence_non_cazyme	-	-	0.0	nan	0.0000	0.4448	0.3612
jgi-Kalbr1-4071-transcript:EST06596	gray_zone	-	G9I453	56.4	4.583e-26	0.1038	0.8071	0.5037
jgi-IsorIO21_1-102523-fgenesh1_kg.7_#_185_#_TRINITY_DN49_c0_g2_i2	gray_zone	-	A0A7S8D775	59.6	1.896e-94	0.2784	0.8428	0.5999
jgi-Zoprh1-743431-estExt_fgenesh1_pm.C_1360001	gray_zone	-	A0A7R9BNH1	40.8	2.882e-38	0.1309	0.8642	0.5315
jgi-XyFL0641_1-767861-fgenesh1_kg.203_#_5_#_TRINITY_DN2150_c0_g1_i1	gray_zone	-	A0A890D8Z7	79.6	1.589e-188	0.5148	0.8605	0.7225
jgi-Trabet1-738025-e_gw1.42.38.1	gray_zone	-	-	0.0	nan	0.0000	0.8113	0.4528
jgi-Armcep1-8157-mRNA_ARCE_09248_g_ARCE_09248_g	gray_zone	-	Q7XWL1	44.6	1.009e-192	0.5436	0.7455	0.7082
jgi-Phisc1-664553-fgenesh1_pg.3_#_491	high_confidence_cazyme	GH17_e33	A0A507R1S8	73.0	2.557e-100	0.2949	0.5393	0.5323
jgi-Boled5-3651784-gm1.13273_g	gray_zone	-	A0A899FYG3	72.5	2.047e-131	0.3674	0.8201	0.6387
jgi-Pbif18567_1-359893-fgenesh1_kg.31_#_46_#_TRINITY_DN18178_c0_g1_i1	gray_zone	-	M5EEC9	51.3	8.077e-76	0.2295	0.9087	0.5919
jgi-Xyldig1-512627-fgenesh1_pm.31_#_44	gray_zone	-	A0A7R9BGQ6	42.0	6.201e-31	0.1143	0.8169	0.5114
jgi-Melpu1-233076-e_gw1.44.45.1	gray_zone	-	A0A447BSQ6	29.8	4.822e-17	0.0785	0.8599	0.5042
jgi-Lenlat1-897270-fgenesh1_pm.72_#_28	gray_zone	-	A0A4P2QJE1	48.2	3.122e-06	0.0454	0.8355	0.4816
jgi-Aspca11822_1-661085-fgenesh1_pg.10_#_161	high_confidence_cazyme	GH128_e27	A0A146FFX4	71.5	9.563e-100	0.2871	0.7563	0.5826
jgi-Melbi2-562317-estExt_Genewise1.C_860208	gray_zone	-	QCP02412.1	72.9	8.981e-07	0.0480	0.6274	0.4309
jgi-Triatrov1-312957-e_gw1.3.85.1	gray_zone	-	A0A1Y1CQ82	36.9	1.835e-06	0.0471	0.8746	0.4922
jgi-Phapo1-287347-CE287346_2471	gray_zone	-	A0A7H8RF34	79.7	1.011e-146	0.4145	0.7942	0.6558
jgi-Sorma1-5177-transcript:CCC07527	high_confidence_non_cazyme	-	A5B9G1	70.0	9.097e-30	0.1021	0.7611	0.4913
jgi-PnitS608_1-727552-fgenesh1_kg.2_#_943_#_TRINITY_DN3424_c0_g2_i1	high_confidence_non_cazyme	-	-	0.0	nan	0.0000	0.6410	0.4102
jgi-Aspamb1-28666-CE28665_121283	high_confidence_cazyme	GH17_e33	A0A507R1S8	69.3	1.032e-155	0.4380	0.7424	0.6546
jgi-Penfr1-9070-transcript:KUM56155	gray_zone	-	A0A6M7ZQI8	75.9	1.887e-153	0.4328	0.7816	0.6618
jgi-Tubgib1-957452-e_gw1.138.48.1	gray_zone	-	A0A6H1NYB0	34.1	8.882e-28	0.1091	0.7492	0.4918
jgi-Cyastr2-1391596-fgenesh1_pm.46_#_39	gray_zone	-	A0A899FR51	65.4	6.705e-209	0.5785	0.8542	0.7528
jgi-Suibov1-1260214-MIX857_6511_23	gray_zone	-	A0A9Q8T0R6	62.4	5.019e-112	0.3264	0.8809	0.6334
jgi-Calvi1-493727-estExt_Genewise1.C_4_t10256	gray_zone	-	USY56127.1	57.7	1.364e-05	0.0436	0.6867	0.4435
jgi-Aplpr1-31209-CE31208_248	high_confidence_non_cazyme	-	-	0.0	nan	0.0000	0.3847	0.3462
jgi-Thefe1-2496-rna-Corth2p4_6251	gray_zone	-	A0A4Y9RBC8	34.3	1.532e-06	0.0471	0.8193	0.4784
jgi-FopisF109_1-848543-fgenesh1_pm.12_#_57	high_confidence_cazyme	GH47_e5	A0A9W8RHE1	63.5	1.094e-184	0.5227	0.8633	0.7272
jgi-Greabi1-425777-fgenesh1_kg.6_#_698_#_TRINITY_DN17964_c0_g1_i3	gray_zone	-	A0A8H8P5D7	71.0	7.838e-177	0.4913	0.8491	0.7079
jgi-Penswi1-104394-CE104393_5171	gray_zone	-	A0A9P9K3K3	80.3	3.851e-232	0.6449	0.8130	0.7757
jgi-Nangy1-7688-transcript:EFR04341	gray_zone	-	A0A8S1ZM20	45.1	4.775e-71	0.2321	0.8146	0.5697
jgi-Tri5640_1-341201-fgenesh1_pm.7_#_156	high_confidence_cazyme	GH79_e21	A0A6H0Y346	56.9	1.157e-131	0.3770	0.8428	0.6492
jgi-Lacviv1-1591938-fgenesh1_kg.4_#_268_#_TRINITY_DN5198_c0_g1_i6	gray_zone	-	H2AN43	73.6	2.654e-08	0.0532	0.4648	0.3928
jgi-Suiame1-1092350-estExt_Genemark1.C_410023	high_confidence_cazyme	GT2	A0A8F9WKL3	67.2	4.991e-194	0.5550	0.6909	0.7002
jgi-Triag1-468518-MIX5301_2_17	high_confidence_non_cazyme	-	C9LXP8	34.2	2.133e-15	0.0707	0.8937	0.5088
jgi-Artele1122_1-605204-fgenesh1_pm.19_#_45	high_confidence_non_cazyme	-	-	0.0	nan	0.0000	0.5128	0.3782
jgi-Armnab1-834793-fgenesh1_kg.8_#_1174_#_TRINITY_DN9925_c0_g2_i2	high_confidence_cazyme	AA3_3	A0A5K1JW65	63.8	1.316e-208	0.5750	0.8708	0.7552
jgi-Sismus1-1561787-fgenesh1_kg.3_#_5201_#_TRINITY_DN1517_c0_g1_i8	high_confidence_cazyme	GH16_1	A0A061BDK3	67.8	1.505e-134	0.3770	0.7686	0.6306
jgi-Frisi1-8918-B0A55_07854	high_confidence_cazyme	GH12_e41	P22669	69.5	8.179e-94	0.2679	0.6901	0.5565
jgi-Pycful1-2722066-fgenesh1_kg.32_#_285_#_TRINITY_DN1886_c0_g1_i4	high_confidence_cazyme	AA2_e1	A0A9Q8SN88	78.3	3.18e-114	0.3255	0.8384	0.6223
jgi-Colgl1-5228-transcript:EQB51308	high_confidence_non_cazyme	-	F0K0J3	50.4	2.743e-14	0.0707	0.7972	0.4846
jgi-Antcit1-158777-CE158776_1299	high_confidence_non_cazyme	-	UJR33648.1	40.0	1.735e-06	0.0454	0.7983	0.4723
jgi-Gloac1-1397146-estExt_Genewise1Plus.C_440013	high_confidence_cazyme	AA7_e0	I1S2K2	50.1	4.963e-88	0.2635	0.8667	0.5984
jgi-Asphey1-36375-fgenesh1_pm.13_#_111	high_confidence_cazyme	GT4_e2823	G2QP62	63.9	3.042e-156	0.4372	0.8883	0.6907
jgi-NeoWI3_1-902144-fgenesh2_kg.9___1067___TRINITY_DN3708_c0_g1_i1	high_confidence_cazyme	GT2	A0A077W6S0	64.4	1.522e-122	0.3604	0.7859	0.6267
jgi-LeugonAS2_1-1851008-e_gw1.124.7.1	high_confidence_cazyme	GT3_e0	QZK27805.1	76.3	8.165e-264	0.7216	0.8587	0.8255
jgi-Aurde3_1-68582-Aurde1.e_gw1.59.85.1	high_confidence_cazyme	GH43_36|CBM91_e7	G1XUT1	60.9	7.174e-179	0.4948	0.7690	0.6896
jgi-Varmin1-84194-gm1.2858_g	high_confidence_cazyme	GH10_e40	B4XVN1	77.5	1.453e-143	0.3988	0.8008	0.6496
jgi-SmiculW2_1-104-AYI69_g3181T0	high_confidence_cazyme	GT69_e2	A0A061B1K9	69.9	1.092e-97	0.2853	0.7913	0.5905
jgi-Morper1-39784-CE39783_3068	high_confidence_cazyme	GT2	H2ARS9	74.2	6.445e-29	0.1126	0.4733	0.4246
jgi-Morcon1-331692-gm1.7089_g	high_confidence_cazyme	GH76_e5	A0A167EAJ1	54.8	1.876e-63	0.1998	0.8492	0.5622
jgi-Copph3-1554882-estExt_Genemark1.C_1_t30121	high_confidence_cazyme	GH63_e12	A0A5K1K073	65.6	3.744e-257	0.7059	0.8845	0.8241
jgi-Altal1-1063528-gm1.7763_g	high_confidence_cazyme	CBM50_e1018	A0A9P9RE16	65.2	1.809e-36	0.1204	0.7818	0.5057
jgi-Cersp395_1-1583630-gm1.14789_g	high_confidence_cazyme	PL4_3	Q5KEU1	56.0	2.147e-124	0.3613	0.7497	0.6181
jgi-Lasov1-632839-fgenesh1_kg.6_#_2176_#_TRINITY_DN16471_c0_g1_i1	high_confidence_non_cazyme	-	-	0.0	nan	0.0000	0.3902	0.3475
jgi-Jimfl_AD_1-481425-snap_masked-NODE_642_length_27736_cov_7%252E74878-abinit-gene-0.5-mRNA-1	high_confidence_cazyme	GH9_e15	A0A077W7U7	54.7	2.554e-92	0.2757	0.8314	0.5957
jgi-Dacsp1-72764-estExt_Genewise1.C_250250	high_confidence_cazyme	GH2_e138	G4T860	60.9	4.378e-249	0.6876	0.8871	0.8156
jgi-Boeex1-407902-gm1.675_g	high_confidence_cazyme	GH76_e8	A0A9Q9DQE4	55.9	8.559e-260	0.7225	0.7650	0.8025
jgi-Aspneof1-271431-fgenesh1_pm.82_#_39	high_confidence_cazyme	PL9_3|PL9_3	A0A9Q8T2D8	51.8	7.181e-83	0.2583	0.9114	0.6070
jgi-Altalt1-459392-fgenesh1_pm.10_#_267	high_confidence_cazyme	GH15_e38	E5AFD0	70.8	8.598e-260	0.7094	0.9053	0.8310
jgi-Spoli1-205468-fgenesh1_pm.8_#_53	high_confidence_cazyme	GT4_e1364	A0A097F6Y3	74.3	3.515e-194	0.5340	0.8685	0.7341
jgi-Thecr1-9432-rna-Theau2p4_8324	high_confidence_cazyme	GH47_e16	WAO87452.1	65.0	2.535e-153	0.4311	0.8625	0.6811
jgi-Masph1-454559-gw1.21.376.1	high_confidence_cazyme	GH114_e25	A0A5P9J494	80.4	3.048e-87	0.2496	0.8019	0.5753
jgi-Mycgale1-1886424-estExt_Genewise1Plus.C_2700032	high_confidence_cazyme	GH152_e3	A0A061AK96	68.0	6.963e-98	0.2784	0.7818	0.5846
jgi-Ophau1-1538-transcript:PHH60566	high_confidence_cazyme	AA3_2	A0A146FDE7	60.2	1.353e-197	0.5506	0.8747	0.7440
jgi-Trimi1-45456-CE45455_221	high_confidence_cazyme	AA3_2	A0A7R8AGA4	67.9	2.293e-218	0.5986	0.8573	0.7636
jgi-SchcoZB1-114358-gm1.7282_g	high_confidence_cazyme	GH16_2	A0A8H8P895	73.4	1.255e-198	0.5489	0.7871	0.7212
jgi-Aspsim1_1-183321-fgenesh1_kg.22_#_131_#_TRINITY_DN12136_c0_g1_i1	high_confidence_non_cazyme	-	A0A6L9JGG6	59.2	9.727e-103	0.2958	0.8818	0.6184
jgi-EndpusZ1-7286-EPUS_09207T0	high_confidence_non_cazyme	-	-	0.0	nan	0.0000	0.5006	0.3752
jgi-Gigmar1-12656-rna-F8M41_011276	high_confidence_non_cazyme	-	A0A7R8H1D6	50.7	2.685e-45	0.1597	0.5013	0.4552
jgi-Exoxe1-132832-PV05_00889T1	high_confidence_non_cazyme	-	F9G5E0	50.2	3.193e-68	0.2147	0.8547	0.5710
jgi-LecAK0013_1-71427-CE71426_2588	high_confidence_non_cazyme	-	A5B9G1	37.2	8.17e-16	0.0750	0.6136	0.4409
jgi-DelFL0756_1-553233-MIX9480_38_66	high_confidence_non_cazyme	-	-	0.0	nan	0.0000	0.5506	0.3876
jgi-Morco1-366373-CE366372_423	high_confidence_non_cazyme	-	-	0.0	nan	0.0000	0.5914	0.3978
jgi-Claye1-8758-A1O7_08811T0	high_confidence_non_cazyme	-	QKN17642.1	61.7	8.394e-07	0.0462	0.7361	0.4571
jgi-Elsamp1-262809-fgenesh1_kg.7_#_389_#_TRINITY_DN2573_c0_g1_i2	high_confidence_non_cazyme	-	I0YYI0	34.4	2.167e-20	0.0855	0.6932	0.4661
jgi-Tulcal1-1131228-MIX18014_60_58	high_confidence_non_cazyme	-	-	0.0	nan	0.0000	0.5005	0.3751
jgi-Morbru1-507000-e_gw1.15.8.1	high_confidence_non_cazyme	-	QWU90274.1	37.6	2.639e-78	0.2496	0.8437	0.5857
jgi-LboTFB7810_1-1458361-fgenesh1_pg.4_#_5	high_confidence_non_cazyme	-	QLC21460.1	38.3	9.307e-06	0.0436	0.7725	0.4649
jgi-Dactor1-635032-e_gw1.37.63.1	high_confidence_non_cazyme	-	A0A8F2W1P5	68.1	6.226e-94	0.2827	0.6786	0.5610
jgi-Hyacur1-700920-gm1.525_g	high_confidence_non_cazyme	-	A0A4Q7N163	51.8	1.638e-07	0.0471	0.6845	0.4447
jgi-Claim1-149486-PV07_08117T0	high_confidence_non_cazyme	-	A0A6L9JGG6	62.6	2.722e-108	0.3098	0.8772	0.6242
jgi-Colsi1-978581-mrna_6701	high_confidence_non_cazyme	-	A0A0A2DG34	61.1	2.615e-16	0.0750	0.7062	0.4641
jgi-Tribar1-336403-fgenesh1_kg.36_#_5_#_TRINITY_DN944_c0_g1_i3	high_confidence_non_cazyme	-	A0A9Q8T963	49.8	9.856e-38	0.1344	0.8116	0.5201
jgi-Asplac1-412364-fgenesh1_kg.12_#_282_#_Locus2825v1rpkm36.94	high_confidence_non_cazyme	-	A0A8H8MAS5	53.4	1.354e-75	0.2295	0.7908	0.5625
jgi-Lepmol1-2495268-gm1.13685_g	high_confidence_non_cazyme	-	A0A8G1J539	46.5	7.18e-06	0.0462	0.6076	0.4250
jgi-Armect1-470415-CE470414_4392	high_confidence_non_cazyme	-	-	0.0	nan	0.0000	0.4194	0.3549
jgi-Corgl3-7255944-gm1.8772_g	high_confidence_non_cazyme	-	-	0.0	nan	0.0000	0.6872	0.4218
jgi-Neolan1-1643171-fgenesh2_kg.15___193___TRINITY_DN5091_c2_g1_i1	high_confidence_non_cazyme	-	WBW96710.1	66.4	1.229e-86	0.2504	0.8227	0.5809
jgi-Venpo1-500560-e_gw1.1.471.1	high_confidence_non_cazyme	-	A0A7S7NMP2	37.8	8.633e-05	0.0401	0.7388	0.4548
jgi-Parpar1-315956-gw1.30.75.1	high_confidence_non_cazyme	-	-	0.0	nan	0.0000	0.6083	0.4021
jgi-Penfla1-2265-PENFLA_c015G08955T0	gray_zone	-	A0A0F7SQT6	33.9	1.837e-22	0.0925	0.8774	0.5156
jgi-Lbo_TFB10827_1-1757906-fgenesh1_kg.104_#_121_#_TRINITY_DN3169_c1_g3_i6	gray_zone	-	WAR25259.1	43.4	4.685e-44	0.1492	0.8158	0.5286
jgi-RusdecM1-1120827-estExt_fgenesh1_pm.C_30390	gray_zone	-	A0A0D5YNV1	60.1	1.202e-19	0.0855	0.8361	0.5018
jgi-Macfu1-798220-fgenesh1_pm.57_#_6	gray_zone	-	A0A160T5A1	54.3	2.258e-50	0.1728	0.8485	0.5485
jgi-Hygaur1-999356-e_gw1.21.43.1	gray_zone	-	-	0.0	nan	0.0000	0.4484	0.3621
jgi-Rhota1-2865-transcript:POY74015	high_confidence_cazyme	CBM48_e21	-	0.0	nan	0.0000	0.4679	0.3670
jgi-Aspmin1-219070-fgenesh1_kg.118_#_12_#_TRINITY_DN6078_c0_g2_i1	high_confidence_cazyme	GT90_e11	A0A7R7XLK4	59.4	9.895e-147	0.4188	0.8494	0.6718
jgi-Muloch1-1822471-gm1.9590_g	gray_zone	-	A0A7S8DRQ0	37.5	3.854e-61	0.2042	0.6656	0.5185
jgi-Aspfla1-80957-CE80956_2278	gray_zone	-	C8VP82	66.2	4.809e-73	0.2182	0.7886	0.5562
jgi-Trich5757_1-348355-fgenesh1_kg.18_#_760_#_TRINITY_DN3453_c0_g1_i1	high_confidence_non_cazyme	-	UKZ77661.1	48.8	3.377e-54	0.1798	0.9079	0.5668
jgi-Mycepi1-758983-fgenesh1_kg.2_#_367_#_TRINITY_DN8124_c0_g1_i1	high_confidence_cazyme	GH5_5	A0A1D9QK89	66.5	7.015e-114	0.3246	0.8428	0.6230
jgi-Cokrec1-517014-fgenesh1_kg.22_#_233_#_TRINITY_DN2624_c0_g1_i1	gray_zone	-	A0A160T068	77.8	1.305e-205	0.5585	0.8023	0.7298
jgi-Acrvag1-849662-fgenesh1_kg.2_#_601_#_TRINITY_DN6493_c0_g1_i2	gray_zone	-	A0A160SZ52	54.4	4.316e-62	0.1963	0.8175	0.5526
jgi-Clael1-450942-fgenesh1_kg.9_#_126_#_Locus3062v1rpkm37.20	gray_zone	-	A0A9P2PWS6	50.5	8.969e-12	0.0637	0.7093	0.4592
jgi-HypEC38_3-433233-gm1.5763_g	gray_zone	-	A0A9Q8TB12	54.3	2.224e-63	0.2077	0.7970	0.5531
jgi-Triiv1-320054-fgenesh1_kg.6_#_2093_#_TRINITY_DN1917_c0_g1_i3	gray_zone	-	A0A7G9NZ97	49.3	3.97e-37	0.1300	0.8017	0.5154
jgi-FvanT200_1-281181-fgenesh1_kg.36_#_132_#_TRINITY_DN23521_c0_g1_i2	high_confidence_cazyme	GT1_e153	A0A9W8QYW4	65.6	1.338e-145	0.4154	0.8502	0.6702
jgi-Triam1-408525-fgenesh1_kg.5_#_1821_#_TRINITY_DN5634_c1_g1_i1	gray_zone	-	A0A8D9MJ76	55.7	1.189e-90	0.2670	0.8646	0.5997
jgi-Fusoxrad1-24064-rna-gnl-WGS:AGNB-mrna_FOCG_10730T0	gray_zone	-	A0A2V1AHX1	57.2	6.272e-121	0.3473	0.8841	0.6447
jgi-Cernew1-324785-e_gw1.3.3737.1	high_confidence_non_cazyme	-	-	0.0	nan	0.0000	0.6562	0.4141
jgi-Aspneow1-48417-CE48416_10240	gray_zone	-	A0A9Q8WAU1	64.5	1.055e-109	0.3220	0.7902	0.6086
jgi-MagorFR13_1-2113814-gm1.1175_g	gray_zone	-	WIA17507.1	55.0	6.7e-26	0.1038	0.7957	0.5008
jgi-Triru1-5376-TERG_04056T0	gray_zone	-	A0A7H8R5I2	83.5	9.684e-173	0.4712	0.8093	0.6879
jgi-Paxru2-828828-Paxru1.fgenesh1_kg.351_#_9_#_Locus5647v1rpkm17.46	gray_zone	-	A0A7R9BH95	66.9	1.001e-56	0.1859	0.8222	0.5485
jgi-FoxF206_1-655318-fgenesh1_kg.6_#_4527_#_TRINITY_DN2704_c0_g1_i1	high_confidence_cazyme	CE5_e42	A0A4P7NNL5	74.7	2.01e-92	0.2688	0.7560	0.5734
jgi-Didma1-22295-g3813.t1	high_confidence_cazyme	GH3_e180	Q5B6C6	68.3	4.345e-222	0.6195	0.8042	0.7608
jgi-Irplac1183_1-1851697-MIX51601_5781_83	gray_zone	-	A0A8H8NVK9	47.7	2.108e-99	0.3045	0.8340	0.6108
jgi-Linth1-523387-e_gw1.2.646.1	gray_zone	-	A0A7R8ZIV0	36.0	3.979e-17	0.0785	0.8052	0.4906
jgi-Phiasp1-544231-fgenesh1_kg.2_#_2422_#_TRINITY_DN4169_c0_g1_i3	gray_zone	-	A0A7S8D4P8	47.5	7.823e-70	0.2243	0.8203	0.5672
jgi-Colce1-735225-fgenesh1_kg.431_#_39_#_TRINITY_DN14791_c0_g1_i1	gray_zone	-	A0A6M7Z5B9	40.4	7.039e-55	0.1815	0.7828	0.5364
jgi-Myclep1-1657484-e_gw1.1665.24.1	gray_zone	-	A0A8S2AM74	46.6	1.59e-08	0.0532	0.7897	0.4740
jgi-Mycami1-1176943-fgenesh1_kg.61_#_192_#_TRINITY_DN9692_c0_g1_i1	high_confidence_cazyme	GH54_e0|CBM42_e0	S0EQ43	70.0	2.029e-214	0.5864	0.7675	0.7351
jgi-Metri1-2974-rna-gnl-WGS:AZHC-NOR_mRNA00869_NOR_00869	gray_zone	-	-	0.0	nan	0.0000	0.5153	0.3788
jgi-Pincor1_1-59923-CE59922_15506	gray_zone	-	UOH85136.1	67.2	4.406e-65	0.1928	0.7544	0.5350
jgi-Crypto1-482899-fgenesh1_kg.13_#_757_#_TRINITY_DN11954_c0_g1_i1	gray_zone	-	WGU69977.1	57.2	7.027e-85	0.2531	0.8870	0.5983
jgi-Aspneoi1-220621-fgenesh1_kg.3_#_1824_#_TRINITY_DN9293_c0_g1_i1	gray_zone	-	-	0.0	nan	0.0000	0.4428	0.3607
jgi-Pismar1-2875935-estExt_fgenesh1_pm.C_10160	gray_zone	-	A0A2N1JGS9	75.7	1.659e-199	0.5445	0.8545	0.7359
jgi-FvanT299_1-314639-estExt_Genewise1Plus.C_2_t30353	gray_zone	-	A0A8H8SZN1	47.5	2.953e-197	0.5628	0.8203	0.7365
jgi-FvanT31_1-55514-CE55513_1361	gray_zone	-	-	0.0	nan	0.0000	0.6113	0.4028
jgi-Erypi2-2311793-e_gw1.23.84.1	gray_zone	-	A0A9Q8WER7	65.7	6.517e-139	0.3918	0.8540	0.6594
jgi-Denna1-517424-fgenesh1_kg.2_#_315_#_TRINITY_DN4216_c0_g1_i2	gray_zone	-	A0A7H8RBM1	42.2	2.257e-37	0.1300	0.7888	0.5122
jgi-Aspinf1-389516-fgenesh1_kg.6_#_1461_#_TRINITY_DN3050_c0_g1_i1	gray_zone	-	A0A4P6Y6C4	39.7	1.175e-05	0.0445	0.8583	0.4868
jgi-Asppsec1-306217-MIX3095_45_54	gray_zone	-	A0A6M7YE70	49.8	1.234e-79	0.2391	0.8064	0.5711
jgi-Anokam1-71106-CE71105_1519	high_confidence_non_cazyme	-	-	0.0	nan	0.0000	0.5910	0.3977
