protein_id	tier	adjudicated_tier	family	foldseek_3di_best_hit	foldseek_3di_pident	foldseek_3di_evalue	foldseek_3di_bits_norm	saprot_cosine_to_cazyme_centroid	structure_evidence_score
jgi-FoxF207_1-513236-gw1.3.164.1	high_confidence_cazyme	high_confidence_cazyme	GH3_e99	W9KVC1	62.9	5.3990000000000005e-123	0.3508	0.8916	0.6483
jgi-Asphethal1-261502-fgenesh1_kg.49_#_104_#_TRINITY_DN4347_c0_g1_i2	gray_zone	gray_zone_structure_supports_cazyme	-	A0A8S2ADH0	66.4	1.292e-145	0.4302	0.7939	0.6636
jgi-Hyafin1-929085-gm1.9076_g	gray_zone	gray_zone_structure_supports_non_cazyme	-	ULQ48338.1	60.7	1.381e-07	0.0515	0.8305	0.4834
jgi-Trichl1-315533-fgenesh1_kg.42_#_37_#_TRINITY_DN2453_c0_g1_i4	gray_zone	gray_zone_structure_supports_cazyme	-	WEJ95743.1	64.6	4.976e-304	0.8351	0.736	0.8515
jgi-Fuspo1-12963-transcript:OBS16736	gray_zone	gray_zone_structure_supports_non_cazyme	-	A0A4U7JJ76	40.9	3.214e-06	0.0471	0.8156	0.4775
jgi-Mycmet1-1492185-fgenesh1_kg.2_#_902_#_TRINITY_DN11241_c0_g1_i1	gray_zone	gray_zone_structure_supports_cazyme	-	A0A8H8P5D7	67.3	4.0280000000000004e-163	0.4555	0.8492	0.69
jgi-Aspisr1-23309-gm1.1848_g	gray_zone	gray_zone_ambiguous_structure	-	A0A3T1DF45	54.4	3.8310000000000004e-78	0.233	0.8893	0.5888
jgi-LboET3784_1-1056906-fgenesh1_kg.8_#_1225_#_TRINITY_DN3092_c0_g2_i2	gray_zone	gray_zone_structure_supports_non_cazyme	-	A0A8F2JB76	33.6	2.7350000000000002e-31	0.1195	0.6927	0.4829
jgi-Aspaurlut1-286922-fgenesh1_kg.76_#_65_#_TRINITY_DN8876_c0_g1_i1	gray_zone	gray_zone_structure_supports_cazyme	-	A0A6L9JGG6	67.3	1.775e-139	0.3901	0.8763	0.6641
jgi-Aspoli1_1-123698-CE123697_4457	gray_zone	gray_zone_structure_supports_non_cazyme	-	BBK36723.1	36.2	1.636e-05	0.0445	0.7372	0.4565
jgi-Triatr1-31322-CE31321_721	gray_zone	gray_zone_structure_supports_cazyme	-	A0A8H8T062	52.2	1.1970000000000001e-122	0.37	0.846	0.6465
jgi-Papla1-462870-estExt_Genewise1Plus.C_4_t10430	gray_zone	gray_zone_ambiguous_structure	-	QYO62262.1	67.1	4.082e-114	0.3342	0.7665	0.6087
jgi-Conlig1-414887-CE414886_4822	high_confidence_non_cazyme	high_confidence_non_cazyme	-	-	0.0		0.0	0.5231	0.3808
jgi-Cersc1-459516-MIX7642_1551_96	gray_zone	gray_zone_ambiguous_structure	-	K8EML4	59.8	1.0859999999999999e-91	0.267	0.8725	0.6016
jgi-Colac2-728062-estExt_fgenesh1_pg.C_170085	gray_zone	gray_zone_structure_supports_cazyme	-	A0A7H8QK02	70.7	2.0120000000000003e-121	0.3499	0.7836	0.6209
jgi-PhlFC14_2-615299-CE615298_6202	gray_zone	gray_zone_structure_supports_non_cazyme	-	UGU17889.1	33.5	1.046e-07	0.0497	0.9083	0.502
jgi-Aspcer1-168599-fgenesh1_pm.114_#_18	high_confidence_cazyme	high_confidence_cazyme	AA7_e0	G4TLG0	50.4	4.521999999999999e-90	0.2679	0.9018	0.6094
jgi-Cerzm1-67272-estExt_Genewise1Plus.C_10_t10224	high_confidence_cazyme	high_confidence_cazyme	GH2_e74	E5ADM2	62.7	8.462e-198	0.5506	0.8568	0.7395
jgi-Triev1-382752-gm1.4715_g	gray_zone	gray_zone_ambiguous_structure	-	A0A6C1BZH2	52.1	3.875e-32	0.1169	0.8557	0.5224
jgi-Asphor1-113323-fgenesh1_kg.1_#_901_#_TRINITY_DN8657_c0_g1_i1	gray_zone	gray_zone_structure_supports_non_cazyme	-	QJW83893.1	42.4	5.348e-05	0.0428	0.9015	0.4967
jgi-Corin1-41308-gm1.10382_g	gray_zone	gray_zone_structure_supports_cazyme	-	A0A6L9JRK9	39.8	1.187e-182	0.5253	0.8927	0.7358
jgi-Enthe1-2383-transcript:OQS54650	high_confidence_non_cazyme	high_confidence_non_cazyme	-	-	0.0		0.0	0.606	0.4015
jgi-Rhima1-3423-transcript:KIX08776	gray_zone	gray_zone_structure_supports_cazyme	-	A0A8H8SZN1	55.6	2.206e-102	0.3168	0.8425	0.619
jgi-MospAD032_1-10053-BGX24_010108-T1	gray_zone	gray_zone_ambiguous_structure	-	A0A7R8W750	66.9	2.758e-75	0.226	0.8255	0.5694
jgi-Ser411_1-1283673-fgenesh1_kg.5_#_177_#_TRINITY_DN4176_c0_g1_i2	high_confidence_non_cazyme	high_confidence_non_cazyme	-	F8F352	45.1	2.047e-28	0.1099	0.8861	0.5265
jgi-Aspni_bvT_1-326197-estExt_fgenesh1_pm.C_530003	high_confidence_non_cazyme	high_confidence_non_cazyme	-	UOH82475.1	61.3	2.462e-72	0.2208	0.8601	0.5754
jgi-Aspac1-110640-fgeneshO_kg.1_#_1923_#_Locus_2391_Transcript_1/1_Confidence_1.000	high_confidence_non_cazyme	high_confidence_non_cazyme	-	A0A6B9WXQ2	63.9	9.555e-08	0.0506	0.769	0.4676
jgi-Aspbrevi1-272989-MIX5912_1039_81	gray_zone	gray_zone_structure_supports_cazyme	-	A0A9Q8T8N0	65.4	5.422e-273	0.7557	0.8815	0.8482
jgi-TrireMAT12_1-9913-TRC2_009098-T1	gray_zone	gray_zone_ambiguous_structure	-	WDK16822.1	66.8	4.461e-53	0.1789	0.7272	0.5212
jgi-Triso1-2670-transcript:EZF76354	gray_zone	gray_zone_ambiguous_structure	-	A0A4D6KIU9	56.3	7.063999999999999e-68	0.2068	0.7935	0.5518
jgi-Eurhe1-463716-e_gw1.30.132.1	gray_zone	gray_zone_ambiguous_structure	-	A0A9Q8Z2Q8	62.5	6.057e-64	0.2007	0.8032	0.5511
jgi-Bacci1-290184-fgenesh1_pm.3_#_25	gray_zone	gray_zone_ambiguous_structure	-	A0A8H8P2P4	50.3	8.591999999999999e-60	0.1867	0.8623	0.559
jgi-DiaPMI573_1-513830-fgenesh1_pg.1_#_223	gray_zone	gray_zone_ambiguous_structure	-	A0A447CK59	58.6	1.2459999999999999e-89	0.2609	0.7967	0.5796
jgi-Aspalli1-306927-gm1.1850_g	high_confidence_cazyme	high_confidence_cazyme	CE5_e12	A0A8A1M7A8	70.4	7.274e-64	0.1955	0.7403	0.5328
jgi-Phimu1-615448-estExt_Genewise1Plus.C_3_t30384	gray_zone	gray_zone_ambiguous_structure	-	A0A7R8HE42	58.8	6.406e-56	0.1806	0.7851	0.5366
jgi-Gyrinf1-341284-CE341283_7105	gray_zone	gray_zone_structure_supports_non_cazyme	-	WEE34798.1	29.6	1.045e-08	0.0541	0.8701	0.4946
jgi-Disdec1-697778-fgenesh1_kg.3_#_8204_#_TRINITY_DN400_c0_g1_i1	gray_zone	gray_zone_structure_supports_non_cazyme	-	G7ZIY7	45.0	3.531e-14	0.0698	0.8456	0.4963
jgi-Echmac1-456303-estExt_fgenesh1_pg.C_1_t10486	gray_zone	gray_zone_structure_supports_non_cazyme	-	UVC14533.1	48.2	1.01e-07	0.0515	0.8763	0.4948
jgi-MoglAD054_1-9621-BGZ98_009708-T1	gray_zone	gray_zone_structure_supports_non_cazyme	-	A0A1B3WMN2	49.2	5.678e-07	0.0471	0.7771	0.4678
jgi-PuccoSD80_1-2335-PCA_SD_08792-T1	gray_zone	gray_zone_structure_supports_non_cazyme	-	-	0.0		0.0	0.4315	0.3579
jgi-Neucr_trp3_1-8558-Neucr2.NCU07134T0	high_confidence_cazyme	high_confidence_cazyme	GH16_22	A0A2H3FTQ9	52.2	3.596e-71	0.2182	0.7529	0.5473
jgi-Suidis1-710999-fgenesh1_kg.55_#_411_#_TRINITY_DN6772_c0_g1_i2	gray_zone	gray_zone_structure_supports_cazyme	-	A0A8H8NMR2	64.7	7.620000000000001e-209	0.5838	0.7823	0.7375
jgi-FvanT36_1-338904-MIX9702_6_21	high_confidence_cazyme	high_confidence_cazyme	GH51_2	W9JE87	63.8	3.369e-218	0.6003	0.8755	0.769
jgi-Triros1-973119-gm4.10296_g	high_confidence_cazyme	high_confidence_cazyme	GH10_e64	A0A162WJQ1	76.3	4.525e-135	0.377	0.8366	0.6476
jgi-Fusox3_1-2565969-fgenesh1_pm.8_#_94	gray_zone	gray_zone_structure_supports_non_cazyme	-	A0A9P3WTY3	39.2	8.738e-05	0.0428	0.7581	0.4609
jgi-Aurvu1-1460529-gw1.27.73.1	high_confidence_non_cazyme	high_confidence_non_cazyme	-	A0A7U4JPY5	44.8	5.81e-07	0.0428	0.7837	0.4673
jgi-Aspsulp1-557143-fgenesh1_kg.35_#_145_#_TRINITY_DN398_c0_g2_i1	gray_zone	gray_zone_structure_supports_non_cazyme	-	WAR59175.1	35.8	1.558e-19	0.0829	0.8237	0.4974
jgi-Aspmul1_1-147012-fgenesh1_kg.4_#_174_#_TRINITY_DN4664_c0_g1_i1	gray_zone	gray_zone_structure_supports_non_cazyme	-	UIZ28362.1	43.0	5.977999999999999e-41	0.1475	0.5849	0.47
jgi-Aspneog1_1-48656-CE48655_933	high_confidence_non_cazyme	high_confidence_non_cazyme	-	A0A2H4QGP4	56.6	8.067e-17	0.0768	0.787	0.4851
jgi-Aspang1-939564-fgenesh1_kg.28_#_163_#_TRINITY_DN7477_c0_g2_i1	gray_zone	gray_zone_structure_supports_cazyme	-	A0A8S2AFL3	55.5	3.984e-147	0.4258	0.7496	0.6503
jgi-Morpul1-524444-fgenesh1_kg.8_#_1290_#_TRINITY_DN11408_c0_g1_i1	gray_zone	gray_zone_structure_supports_non_cazyme	-	QZE15755.1	29.2	1.8750000000000003e-20	0.0864	0.8119	0.4962
jgi-Polsie1-892347-MIX15631_2_21	gray_zone	gray_zone_structure_supports_cazyme	-	A0A7R9A7P4	61.0	9.105e-147	0.4127	0.8897	0.6788
jgi-Aspaurful1-403391-CE403390_1025	high_confidence_cazyme	high_confidence_cazyme	GH31_1	A0A447CBH0	66.1	0.0	0.8839	0.8593	0.9068
jgi-Daces1-295794-CE295793_3998	high_confidence_non_cazyme	high_confidence_non_cazyme	-	-	0.0		0.0	0.5705	0.3926
jgi-Wesor1-457899-gm1.4079_g	gray_zone	gray_zone_ambiguous_structure	-	A0A160T5V8	53.3	4.122e-82	0.2496	0.8786	0.5944
jgi-Phiatr1-587462-MIX5197_149_84	high_confidence_non_cazyme	high_confidence_non_cazyme	-	-	0.0		0.0	0.5319	0.383
jgi-Schvir1_1-609-CE608_26172	gray_zone	gray_zone_structure_supports_non_cazyme	-	A0A0K8J3V1	34.2	2.213e-15	0.0707	0.8623	0.5009
jgi-Pensol1-11023-PENSOL_c008G03182T0	gray_zone	gray_zone_ambiguous_structure	-	QHN99607.1	50.7	4.908e-75	0.2321	0.9053	0.5924
jgi-Ganleu1-1058371-fgenesh1_pg.9_#_136	gray_zone	gray_zone_structure_supports_cazyme	-	C7Q3P2	60.3	2.453e-181	0.5192	0.8432	0.7204
jgi-Lipsta1_1-351816-e_gw1.20.211.1	gray_zone	gray_zone_structure_supports_non_cazyme	-	A0A6N1AS62	38.9	2.088e-08	0.0532	0.8656	0.493
jgi-Amore1-135301-estExt_Genewise1Plus.C_3_t10452	gray_zone	gray_zone_structure_supports_cazyme	-	A0A8S2AJS5	69.1	1.752e-166	0.4607	0.6132	0.6337
jgi-RhoCCFEE5036_1-2934-B0A53_04231	gray_zone	gray_zone_ambiguous_structure	-	QWU85921.1	44.9	4.048e-86	0.2635	0.7828	0.5775
jgi-Petxy1-1420-snap_masked-flattened_line_14-processed-gene-5.142-mRNA-1	gray_zone	gray_zone_structure_supports_non_cazyme	-	-	0.0		0.0	0.4371	0.3593
jgi-Lacbi2-449932-gm1.14376_g	gray_zone	gray_zone_ambiguous_structure	-	Q5AUD3	49.1	1.57e-86	0.2688	0.8733	0.6027
jgi-Bombom1-620026-gm1.8751_g	high_confidence_non_cazyme	high_confidence_non_cazyme	-	-	0.0		0.0	0.5171	0.3793
jgi-Aspses1-289691-fgenesh1_pm.2_#_94	gray_zone	gray_zone_structure_supports_cazyme	-	A0A6M7ZQI8	72.3	7.805999999999999e-125	0.3595	0.7986	0.6294
jgi-Pilidi1-497888-MIX10304_69134_38	gray_zone	gray_zone_structure_supports_cazyme	-	A0A8S2AZU5	63.0	9.230999999999999e-227	0.623	0.8394	0.7714
jgi-Mixos1-88982-fgenesh1_kg.7_#_350_#_Locus2524v1rpkm82.67	gray_zone	gray_zone_structure_supports_non_cazyme	-	-	0.0		0.0	0.4422	0.3606
jgi-Penpol1-3612-PENPOL_c017G00959T0	gray_zone	gray_zone_ambiguous_structure	-	Q0J932	54.8	2.985e-79	0.2496	0.8394	0.5846
jgi-Aspaura1-210156-fgenesh1_pm.20_#_83	gray_zone	gray_zone_structure_supports_non_cazyme	-	WJH36882.1	58.6	3.783e-33	0.1195	0.8135	0.5131
jgi-Myclat1-1528848-MIX103026_8_29	gray_zone	gray_zone_ambiguous_structure	-	A5AWE7	54.2	4.562e-83	0.2548	0.8166	0.5816
jgi-Vercon1-485345-fgenesh1_kg.19_#_336_#_TRINITY_DN4867_c0_g2_i1	gray_zone	gray_zone_structure_supports_non_cazyme	-	A9HXN2	57.8	6.56e-06	0.0462	0.6116	0.426
jgi-Phcitr1-315484-MIX872_572_97	high_confidence_non_cazyme	high_confidence_non_cazyme	-	-	0.0		0.0	0.458	0.3645
jgi-Kalbr1-4071-transcript:EST06596	gray_zone	gray_zone_structure_supports_non_cazyme	-	G9I453	56.4	4.5830000000000005e-26	0.1038	0.8105	0.5046
jgi-IsorIO21_1-102523-fgenesh1_kg.7_#_185_#_TRINITY_DN49_c0_g2_i2	gray_zone	gray_zone_ambiguous_structure	-	A0A7S8D775	59.6	1.896e-94	0.2784	0.8603	0.6042
jgi-Zoprh1-743431-estExt_fgenesh1_pm.C_1360001	gray_zone	gray_zone_ambiguous_structure	-	A0A7R9BNH1	40.8	2.882e-38	0.1309	0.8711	0.5332
jgi-XyFL0641_1-767861-fgenesh1_kg.203_#_5_#_TRINITY_DN2150_c0_g1_i1	gray_zone	gray_zone_structure_supports_cazyme	-	A0A890D8Z7	79.6	1.589e-188	0.5148	0.8628	0.7231
jgi-Trabet1-738025-e_gw1.42.38.1	gray_zone	gray_zone_structure_supports_non_cazyme	-	-	0.0		0.0	0.8227	0.4557
jgi-Armcep1-8157-mRNA_ARCE_09248_g_ARCE_09248_g	gray_zone	gray_zone_structure_supports_cazyme	-	Q7XWL1	44.6	1.009e-192	0.5436	0.7407	0.707
jgi-Phisc1-664553-fgenesh1_pg.3_#_491	high_confidence_cazyme	high_confidence_cazyme	GH17_e33	A0A507R1S8	73.0	2.557e-100	0.2949	0.5563	0.5366
jgi-Boled5-3651784-gm1.13273_g	gray_zone	gray_zone_structure_supports_cazyme	-	A0A899FYG3	72.5	2.0470000000000002e-131	0.3674	0.822	0.6392
jgi-Pbif18567_1-359893-fgenesh1_kg.31_#_46_#_TRINITY_DN18178_c0_g1_i1	gray_zone	gray_zone_ambiguous_structure	-	M5EEC9	51.3	8.077e-76	0.2295	0.9154	0.5936
jgi-Xyldig1-512627-fgenesh1_pm.31_#_44	gray_zone	gray_zone_structure_supports_non_cazyme	-	A0A7R9BGQ6	42.0	6.201e-31	0.1143	0.8255	0.5135
jgi-Melpu1-233076-e_gw1.44.45.1	gray_zone	gray_zone_structure_supports_non_cazyme	-	A0A447BSQ6	29.8	4.822e-17	0.0785	0.88	0.5093
jgi-Lenlat1-897270-fgenesh1_pm.72_#_28	gray_zone	gray_zone_structure_supports_non_cazyme	-	A0A4P2QJE1	48.2	3.122e-06	0.0454	0.8508	0.4854
jgi-Aspca11822_1-661085-fgenesh1_pg.10_#_161	high_confidence_cazyme	high_confidence_cazyme	GH128_e27	A0A146FFX4	71.5	9.563e-100	0.2871	0.7643	0.5846
jgi-Melbi2-562317-estExt_Genewise1.C_860208	gray_zone	gray_zone_structure_supports_non_cazyme	-	QCP02412.1	72.9	8.981e-07	0.048	0.6458	0.4355
jgi-Triatrov1-312957-e_gw1.3.85.1	gray_zone	gray_zone_structure_supports_non_cazyme	-	A0A1Y1CQ82	36.9	1.835e-06	0.0471	0.8827	0.4942
jgi-Phapo1-287347-CE287346_2471	gray_zone	gray_zone_structure_supports_cazyme	-	A0A7H8RF34	79.7	1.0109999999999999e-146	0.4145	0.8027	0.6579
jgi-Sorma1-5177-transcript:CCC07527	high_confidence_non_cazyme	high_confidence_non_cazyme	-	A5B9G1	70.0	9.097e-30	0.1021	0.769	0.4933
jgi-PnitS608_1-727552-fgenesh1_kg.2_#_943_#_TRINITY_DN3424_c0_g2_i1	high_confidence_non_cazyme	high_confidence_non_cazyme	-	-	0.0		0.0	0.6522	0.413
jgi-Aspamb1-28666-CE28665_121283	high_confidence_cazyme	high_confidence_cazyme	GH17_e33	A0A507R1S8	69.3	1.032e-155	0.438	0.7525	0.6571
jgi-Penfr1-9070-transcript:KUM56155	gray_zone	gray_zone_structure_supports_cazyme	-	A0A6M7ZQI8	75.9	1.887e-153	0.4328	0.7954	0.6653
jgi-Tubgib1-957452-e_gw1.138.48.1	gray_zone	gray_zone_structure_supports_non_cazyme	-	A0A6H1NYB0	34.1	8.882e-28	0.1091	0.7652	0.4958
jgi-Cyastr2-1391596-fgenesh1_pm.46_#_39	gray_zone	gray_zone_structure_supports_cazyme	-	A0A899FR51	65.4	6.705e-209	0.5785	0.8613	0.7546
jgi-Suibov1-1260214-MIX857_6511_23	gray_zone	gray_zone_structure_supports_cazyme	-	A0A9Q8T0R6	62.4	5.019e-112	0.3264	0.8938	0.6366
jgi-Calvi1-493727-estExt_Genewise1.C_4_t10256	gray_zone	gray_zone_structure_supports_non_cazyme	-	USY56127.1	57.7	1.364e-05	0.0436	0.6808	0.442
jgi-Aplpr1-31209-CE31208_248	high_confidence_non_cazyme	high_confidence_non_cazyme	-	-	0.0		0.0	0.3935	0.3484
jgi-Thefe1-2496-rna-Corth2p4_6251	gray_zone	gray_zone_structure_supports_non_cazyme	-	A0A4Y9RBC8	34.3	1.532e-06	0.0471	0.828	0.4806
jgi-FopisF109_1-848543-fgenesh1_pm.12_#_57	high_confidence_cazyme	high_confidence_cazyme	GH47_e5	A0A9W8RHE1	63.5	1.0940000000000002e-184	0.5227	0.885	0.7326
jgi-Greabi1-425777-fgenesh1_kg.6_#_698_#_TRINITY_DN17964_c0_g1_i3	gray_zone	gray_zone_structure_supports_cazyme	-	A0A8H8P5D7	71.0	7.8379999999999995e-177	0.4913	0.8524	0.7087
jgi-Penswi1-104394-CE104393_5171	gray_zone	gray_zone_structure_supports_cazyme	-	A0A9P9K3K3	80.3	3.851e-232	0.6449	0.8247	0.7786
jgi-Nangy1-7688-transcript:EFR04341	gray_zone	gray_zone_ambiguous_structure	-	A0A8S1ZM20	45.1	4.775e-71	0.2321	0.8358	0.575
jgi-Tri5640_1-341201-fgenesh1_pm.7_#_156	high_confidence_cazyme	high_confidence_cazyme	GH79_e21	A0A6H0Y346	56.9	1.157e-131	0.377	0.861	0.6537
jgi-Lacviv1-1591938-fgenesh1_kg.4_#_268_#_TRINITY_DN5198_c0_g1_i6	gray_zone	gray_zone_structure_supports_non_cazyme	-	H2AN43	73.6	2.654e-08	0.0532	0.4805	0.3967
jgi-Suiame1-1092350-estExt_Genemark1.C_410023	high_confidence_cazyme	high_confidence_cazyme	GT2	A0A8F9WKL3	67.2	4.991e-194	0.555	0.7138	0.7059
jgi-Triag1-468518-MIX5301_2_17	high_confidence_non_cazyme	high_confidence_non_cazyme	-	C9LXP8	34.2	2.133e-15	0.0707	0.8985	0.51
jgi-Artele1122_1-605204-fgenesh1_pm.19_#_45	high_confidence_non_cazyme	high_confidence_non_cazyme	-	-	0.0		0.0	0.5323	0.3831
jgi-Armnab1-834793-fgenesh1_kg.8_#_1174_#_TRINITY_DN9925_c0_g2_i2	high_confidence_cazyme	high_confidence_cazyme	AA3_3	A0A5K1JW65	63.8	1.3160000000000001e-208	0.575	0.8747	0.7562
jgi-Sismus1-1561787-fgenesh1_kg.3_#_5201_#_TRINITY_DN1517_c0_g1_i8	high_confidence_cazyme	high_confidence_cazyme	GH16_1	A0A061BDK3	67.8	1.505e-134	0.377	0.7859	0.635
jgi-Frisi1-8918-B0A55_07854	high_confidence_cazyme	high_confidence_cazyme	GH12_e41	P22669	69.5	8.178999999999999e-94	0.2679	0.6941	0.5575
jgi-Pycful1-2722066-fgenesh1_kg.32_#_285_#_TRINITY_DN1886_c0_g1_i4	high_confidence_cazyme	high_confidence_cazyme	AA2_e1	A0A9Q8SN88	78.3	3.18e-114	0.3255	0.8545	0.6264
jgi-Colgl1-5228-transcript:EQB51308	high_confidence_non_cazyme	high_confidence_non_cazyme	-	F0K0J3	50.4	2.743e-14	0.0707	0.8128	0.4885
jgi-Antcit1-158777-CE158776_1299	high_confidence_non_cazyme	high_confidence_non_cazyme	-	UJR33648.1	40.0	1.735e-06	0.0454	0.8142	0.4762
jgi-Gloac1-1397146-estExt_Genewise1Plus.C_440013	high_confidence_cazyme	high_confidence_cazyme	AA7_e0	I1S2K2	50.1	4.9629999999999995e-88	0.2635	0.8826	0.6024
jgi-Asphey1-36375-fgenesh1_pm.13_#_111	high_confidence_cazyme	high_confidence_cazyme	GT4_e2823	G2QP62	63.9	3.042e-156	0.4372	0.889	0.6908
jgi-NeoWI3_1-902144-fgenesh2_kg.9___1067___TRINITY_DN3708_c0_g1_i1	high_confidence_cazyme	high_confidence_cazyme	GT2	A0A077W6S0	64.4	1.5220000000000002e-122	0.3604	0.8071	0.632
jgi-LeugonAS2_1-1851008-e_gw1.124.7.1	high_confidence_cazyme	high_confidence_cazyme	GT3_e0	QZK27805.1	76.3	8.165e-264	0.7216	0.8698	0.8283
jgi-Aurde3_1-68582-Aurde1.e_gw1.59.85.1	high_confidence_cazyme	high_confidence_cazyme	GH43_36|CBM91_e7	G1XUT1	60.9	7.173999999999999e-179	0.4948	0.7721	0.6904
jgi-Varmin1-84194-gm1.2858_g	high_confidence_cazyme	high_confidence_cazyme	GH10_e40	B4XVN1	77.5	1.453e-143	0.3988	0.7991	0.6492
jgi-SmiculW2_1-104-AYI69_g3181T0	high_confidence_cazyme	high_confidence_cazyme	GT69_e2	A0A061B1K9	69.9	1.092e-97	0.2853	0.8176	0.5971
jgi-Morper1-39784-CE39783_3068	high_confidence_cazyme	high_confidence_cazyme	GT2	H2ARS9	74.2	6.444999999999999e-29	0.1126	0.4949	0.43
jgi-Morcon1-331692-gm1.7089_g	high_confidence_cazyme	high_confidence_cazyme	GH76_e5	A0A167EAJ1	54.8	1.876e-63	0.1998	0.8615	0.5653
jgi-Copph3-1554882-estExt_Genemark1.C_1_t30121	high_confidence_cazyme	high_confidence_cazyme	GH63_e12	A0A5K1K073	65.6	3.7439999999999996e-257	0.7059	0.9037	0.8289
jgi-Altal1-1063528-gm1.7763_g	high_confidence_cazyme	high_confidence_cazyme	CBM50_e1018	A0A9P9RE16	65.2	1.809e-36	0.1204	0.7883	0.5073
jgi-Cersp395_1-1583630-gm1.14789_g	high_confidence_cazyme	high_confidence_cazyme	PL4_3	Q5KEU1	56.0	2.1470000000000002e-124	0.3613	0.7681	0.6226
jgi-Lasov1-632839-fgenesh1_kg.6_#_2176_#_TRINITY_DN16471_c0_g1_i1	high_confidence_non_cazyme	high_confidence_non_cazyme	-	-	0.0		0.0	0.397	0.3492
jgi-Jimfl_AD_1-481425-snap_masked-NODE_642_length_27736_cov_7%252E74878-abinit-gene-0.5-mRNA-1	high_confidence_cazyme	high_confidence_cazyme	GH9_e15	A0A077W7U7	54.7	2.5539999999999998e-92	0.2757	0.8591	0.6026
jgi-Dacsp1-72764-estExt_Genewise1.C_250250	high_confidence_cazyme	high_confidence_cazyme	GH2_e138	G4T860	60.9	4.3779999999999995e-249	0.6876	0.8868	0.8155
jgi-Boeex1-407902-gm1.675_g	high_confidence_cazyme	high_confidence_cazyme	GH76_e8	A0A9Q9DQE4	55.9	8.559e-260	0.7225	0.7846	0.8074
jgi-Aspneof1-271431-fgenesh1_pm.82_#_39	high_confidence_cazyme	high_confidence_cazyme	PL9_3|PL9_3	A0A9Q8T2D8	51.8	7.181e-83	0.2583	0.9128	0.6073
jgi-Altalt1-459392-fgenesh1_pm.10_#_267	high_confidence_cazyme	high_confidence_cazyme	GH15_e38	E5AFD0	70.8	8.598e-260	0.7094	0.9146	0.8334
jgi-Spoli1-205468-fgenesh1_pm.8_#_53	high_confidence_cazyme	high_confidence_cazyme	GT4_e1364	A0A097F6Y3	74.3	3.515e-194	0.534	0.8618	0.7325
jgi-Thecr1-9432-rna-Theau2p4_8324	high_confidence_cazyme	high_confidence_cazyme	GH47_e16	WAO87452.1	65.0	2.535e-153	0.4311	0.8759	0.6845
jgi-Masph1-454559-gw1.21.376.1	high_confidence_cazyme	high_confidence_cazyme	GH114_e25	A0A5P9J494	80.4	3.048e-87	0.2496	0.8125	0.5779
jgi-Mycgale1-1886424-estExt_Genewise1Plus.C_2700032	high_confidence_cazyme	high_confidence_cazyme	GH152_e3	A0A061AK96	68.0	6.963e-98	0.2784	0.7942	0.5877
jgi-Ophau1-1538-transcript:PHH60566	high_confidence_cazyme	high_confidence_cazyme	AA3_2	A0A146FDE7	60.2	1.353e-197	0.5506	0.8848	0.7465
jgi-Trimi1-45456-CE45455_221	high_confidence_cazyme	high_confidence_cazyme	AA3_2	A0A7R8AGA4	67.9	2.293e-218	0.5986	0.8671	0.7661
jgi-SchcoZB1-114358-gm1.7282_g	high_confidence_cazyme	high_confidence_cazyme	GH16_2	A0A8H8P895	73.4	1.255e-198	0.5489	0.811	0.7272
jgi-Aspsim1_1-183321-fgenesh1_kg.22_#_131_#_TRINITY_DN12136_c0_g1_i1	high_confidence_non_cazyme	high_confidence_non_cazyme	-	A0A6L9JGG6	59.2	9.727e-103	0.2958	0.8781	0.6174
jgi-EndpusZ1-7286-EPUS_09207T0	high_confidence_non_cazyme	high_confidence_non_cazyme	-	-	0.0		0.0	0.5206	0.3801
jgi-Gigmar1-12656-rna-F8M41_011276	high_confidence_non_cazyme	high_confidence_non_cazyme	-	A0A7R8H1D6	50.7	2.6849999999999998e-45	0.1597	0.5242	0.4609
jgi-Exoxe1-132832-PV05_00889T1	high_confidence_non_cazyme	high_confidence_non_cazyme	-	F9G5E0	50.2	3.193e-68	0.2147	0.8668	0.574
jgi-LecAK0013_1-71427-CE71426_2588	high_confidence_non_cazyme	high_confidence_non_cazyme	-	A5B9G1	37.2	8.17e-16	0.075	0.6283	0.4446
jgi-DelFL0756_1-553233-MIX9480_38_66	high_confidence_non_cazyme	high_confidence_non_cazyme	-	-	0.0		0.0	0.5641	0.391
jgi-Morco1-366373-CE366372_423	high_confidence_non_cazyme	high_confidence_non_cazyme	-	-	0.0		0.0	0.6033	0.4008
jgi-Claye1-8758-A1O7_08811T0	high_confidence_non_cazyme	high_confidence_non_cazyme	-	QKN17642.1	61.7	8.394e-07	0.0462	0.7467	0.4598
jgi-Elsamp1-262809-fgenesh1_kg.7_#_389_#_TRINITY_DN2573_c0_g1_i2	high_confidence_non_cazyme	high_confidence_non_cazyme	-	I0YYI0	34.4	2.167e-20	0.0855	0.7004	0.4679
jgi-Tulcal1-1131228-MIX18014_60_58	high_confidence_non_cazyme	high_confidence_non_cazyme	-	-	0.0		0.0	0.5203	0.3801
jgi-Morbru1-507000-e_gw1.15.8.1	high_confidence_non_cazyme	high_confidence_non_cazyme	-	QWU90274.1	37.6	2.639e-78	0.2496	0.8595	0.5897
